图标,名称,来源版本,主题,图鉴编号,原始稀有度,原始价值,官方效果,官方描述,解锁条件,游戏稀有度（可编辑）,游戏价值（可编辑）,游戏效果（可编辑）,启用（可编辑）,备注（可编辑）,内部ID,图标URL
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_57.png,“多功能”发夹,IS3,水月与深蓝之树,193,NORMAL,,钥匙+1，掷骰次数+1，护盾值+1,它的材质确实能够抵挡伤害，至于其他效果，应该也没有卡西米尔商人吹的那么神乎其神。话说回来，这只是个发夹，真的需要那么多额外用途吗？,在多局游戏中累计进入40次非战斗格,,,,是,,rogue_2_relic_grace_57,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_193.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_59.png,三钥协定,IS3,水月与深蓝之树,194,RARE,,钥匙+3,按照规定，灯塔守门人必须携带三把钥匙：一把用来打开大门，一把用来建立通讯，一把用来启动射灯。签字画押，协议已定，钥匙随身，无关生死。,在多局游戏中累计进入100次非战斗格,,,,是,,rogue_2_relic_grace_59,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_194.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_60.png,便携经书,IS3,水月与深蓝之树,195,NORMAL,,掷骰次数+2,还能识字的伊比利亚教徒会随身携带这种口袋书，在生存的间隙取出来读上几段，内心便能升起些许宽慰。,,,,,是,,rogue_2_relic_grace_60,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_195.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_61.png,判官经文布,IS3,水月与深蓝之树,196,RARE,,每次战斗结束后掷骰次数+1,作为部分审判官衣着装饰的飘带，上面刻满了经文。他们内心坚定，绝不轻易动摇，其配饰则加强了这种形象。,在多局游戏中累计胜利50场战斗,,,,是,,rogue_2_relic_grace_61,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_196.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_62.png,深洋主宰刻像,IS3,水月与深蓝之树,197,SUPER_RARE,,掷骰次数+6,深海教徒相信神灵就在大洋深处沉睡，而横行的恐鱼进一步加深了这一信念。既然真相如此，他们便再无疑虑。,在多局游戏中累计胜利100场战斗,,,,是,,rogue_2_relic_grace_62,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_197.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_63.png,鸭爵金砖,IS3,水月与深蓝之树,198,SUPER_RARE,,使你的骰子获得升级,"“一个人到底怎样才能彻底摆脱霉运？”
“你手头还有金砖吗，把它塞霉运嘴里。”",认知塑造中解锁【天降鸭力】,,,,是,,rogue_2_relic_grace_63,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_198.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_65.png,嵌体甲片,IS3,水月与深蓝之树,200,RARE,,目标生命上限-2，护盾值+8,“你什么都不懂，实验体。和乌萨斯那些怪物所遭受过的痛苦相比，镶嵌一块铠甲在你体内根本不值一提。”,在一次战斗中累计失去8目标生命（包含战斗失败）,,,,是,,rogue_2_relic_grace_65,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_200.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_76.png,达里奥的提灯,IS3,水月与深蓝之树,201,RARE,,获得时抑制指定一名干员的排异反应,审判官达里奥曾经使用的提灯。即使早已身故，他的信念之火仍在大地上熊熊燃烧。,,,,,是,,rogue_2_relic_grace_76,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_201.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_79.png,郁金香的秘方,IS3,水月与深蓝之树,203,RARE,,获得时抑制指定一名干员的排异反应,通过实情分析与重重实验后制作出的应急外用药膏，能够有效抑制人体内海嗣细胞产生的副作用。,,,,,是,,rogue_2_relic_grace_79,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_203.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_80.png,火油与药膏,IS3,水月与深蓝之树,204,RARE,,灯火-30，获得时抑制指定一名干员的排异反应,焚烧过后污秽便被消除，你仍旧能成为纯净的人类。赞美火焰。,,,,,是,,rogue_2_relic_grace_80,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_204.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_81.png,夜阳草,IS3,水月与深蓝之树,205,NORMAL,,灯火+5,夜阳花的草叶，只有一点淡淡的光亮。含有一定的解毒成分，可以入药。,,,,,是,,rogue_2_relic_grace_81,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_205.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_82.png,大教堂拼图,IS3,水月与深蓝之树,206,SUPER_RARE,,获得时随机获得1个启示,每当一块拼图落下，伊比利亚大教堂便愈发完整。在这破败的时代中，能够再次拼凑起历史造就的最为辉煌的奇观之一，已经足以令人感到慰藉。,,,,,是,,rogue_2_relic_grace_82,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_206.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_active_tool_6.png,支援急救包,IS3,水月与深蓝之树,214,NORMAL,,每次战斗中携带3个急救包,紧急提供给外勤干员的便携急救包。,,,,,是,,rogue_2_active_tool_6,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_214.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_1.png,布雷奥甘肖像,IS3,水月与深蓝之树,215,RARE,,所有干员部署时失去15点技力,肖像的主人是一位在伊比利亚负有盛名的阿戈尔。他的发明与创举曾令伊比利亚闪闪发光，然而当浪潮淹没金光，他的死亡便已注定。,,,,,是,,rogue_2_relic_curse_1,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_215.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_2.png,海神的代谢,IS3,水月与深蓝之树,216,RARE,,所有敌人生命值+25%,祂缓慢坠入海洋的最深处，血、肉、皮肤和骨骼分离溶解，被洋流冲卷，被所有生命摄取，滋养了整片海洋的繁荣。,,,,,是,,rogue_2_relic_curse_2,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_216.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_3.png,失败的标本,IS3,水月与深蓝之树,217,RARE,,获得时立即使随机一名干员产生排异反应,一份并未制作完成的壳衣标本。碎屑从微小的缝隙间掉落、附着、层叠，与里面已然死去的植物融为一体，直到将原本的容器彻底吞噬。,,,,,是,,rogue_2_relic_curse_3,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_217.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_5.png,“应急灯”,IS3,水月与深蓝之树,218,RARE,,每次战斗结束后灯火额外-2,阿戈尔战士曾在紧急战斗中，将某类发光的小型恐鱼锁在透明罩具内充当照明工具。躁动的恐鱼在罩具内冲撞，濒死前更加疯狂地释放光亮，连同罩具本身化为难以名状的黑色胶质。,,,,,是,,rogue_2_relic_curse_5,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_218.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_6.png,“光明之躯”,IS3,水月与深蓝之树,219,RARE,,每次战斗结束后灯火额外-3,在漫长的迁徙中，为了大群的光明，族群中衰弱的个体脏器会自动溶解而发光，最终留下透明的皮囊。,,,,,是,,rogue_2_relic_curse_6,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_219.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_7.png,主教的研究,IS3,水月与深蓝之树,220,RARE,,每次战斗结束后灯火额外-5,这位主教毕生的研究几乎都留在了这些文件和笔记里，其中涉及了诸多逾越伦理道德的实验。在他的观念中，接触海嗣只是手段，最终的愿景，是让人类通过与海嗣融合进化为更强大的生物。,？？？,,,,是,,rogue_2_relic_curse_7,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_220.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_8.png,深蓝之心,IS3,水月与深蓝之树,221,SUPER_RARE,,灯火-50，获得时立即使随机一名干员产生排异反应，让探索走向不同的结局,吞噬诞生之处随后死去的“初生”，其残存下来的核心器官。只有海嗣能够与之同化，却又只有人类能够理解蕴含其中的悲痛情感。啊啊，即使演化不息，它们，祂们的苦痛仍在。,,,,,是,,rogue_2_relic_curse_8,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_221.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_83.png,海潮的气息,IS3,水月与深蓝之树,222,SUPER_RARE,,可同时部署人数+1；获得后【猎潮的骑士】出现在战场，直至被击败,他闻到了海潮的气味，于是出现在你近旁。你于他而言，没有意义。,完成游戏结局,,,,是,,rogue_2_relic_grace_83,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_222.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_84.png,退行的罗辛南特,IS3,水月与深蓝之树,223,NORMAL,,【猎潮的骑士】不再出现在战场,只有一位英雄能够骑乘它，当英雄死去，它的生命也就到了尽头。,完成游戏结局,,,,是,,rogue_2_relic_grace_84,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_223.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_85.png,“荒诞命运”,IS3,水月与深蓝之树,224,RARE,,源石锭+10，钥匙+1,在卡西米尔，他的名字受众人传颂，他的遗族开设公司以其形象谋取利益，他以生命捍卫的事物，尽数化为了钱袋中的一枚枚金币。,完成游戏结局,,,,是,,rogue_2_relic_grace_85,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_224.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_86.png,骑士骨血,IS3,水月与深蓝之树,225,RARE,,【猎潮的骑士】的防御力-80%,反抗不是毫无代价的。骑士早已遍体鳞伤，但他从不在意。纵使粉身碎骨，他也要抗争到底。,完成游戏结局,,,,是,,rogue_2_relic_grace_86,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_225.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_87.png,“绝唱”,IS3,水月与深蓝之树,226,SUPER_RARE,,获得时随机获得2个启示,"呜呼，呜呼，深海猎人今何在？
可叹，可叹，海中只余涌潮声。",？？？,,,,是,,rogue_2_relic_grace_87,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_226.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_121.png,“审判庭之火”,IS3,水月与深蓝之树,229,SUPER_RARE,,所有干员对【海怪】造成伤害时回复2点技力,正因为恶物们自海中诞生，所以它们畏惧，畏惧这与海水绝不相融的烈火。,在“前瞻性投资系统”中的投资储备余额最高达到过325,,,,是,,rogue_2_relic_fight_121,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_229.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_40.png,“基岩”,IS3,水月与深蓝之树,235,SUPER_RARE,,所有干员的部署费用+5，但攻击力、防御力和生命+15%,据说是专为深海猎人打造的武器。他的主人曾与斯卡蒂并肩作战，砸烂过海中巨物一根触须，但在抛出武器为斯卡蒂挡下骨质投射物后，消失在了恐鱼的大群中。,,,,,是,,rogue_2_relic_fight_40,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_235.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_41.png,“分浪”,IS3,水月与深蓝之树,236,SUPER_RARE,,所有干员的生命-25%，但再部署时间-50%,据说是专为深海猎人打造的武器。她的主人曾是歌蕾蒂娅的队员，被其收割的恐鱼不计其数。但为了让其他队伍能够顺利接近海中巨物，身负重伤的她自愿断后，没有人再见到过她的身影。,,,,,是,,rogue_2_relic_fight_41,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_236.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_42.png,“海洋的脉搏”,IS3,水月与深蓝之树,237,SUPER_RARE,,所有我方单位的攻击速度+10，所有敌方单位的攻击速度-10,造型精巧的水脉仪，能够监测洋流的实时流向，在阿戈尔人的水下代步工具中比较常见。,,,,,是,,rogue_2_relic_fight_42,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_237.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_88.png,“决心”,IS3,水月与深蓝之树,238,SUPER_RARE,,所有我方干员阻挡数+2，防御力和生命+120%，法术抗性+20，让探索走向不同的结局,时至今日，水月的人性光辉仍未褪色，他作为人类接受了海嗣，也定能由海嗣重新化作人类。,【内容拓展 · 二】后，完成一次游戏结局,,,,是,,rogue_2_relic_grace_88,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_238.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_89.png,“观望”,IS3,水月与深蓝之树,239,SUPER_RARE,,所有我方干员阻挡数+1，让探索走向不同的结局,水月对自己的认知并不偏向海嗣或是人类，他只是在做自己认为正确的事。,【内容拓展 · 二】后，完成一次游戏结局,,,,是,,rogue_2_relic_grace_89,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_239.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_90.png,“犹疑”,IS3,水月与深蓝之树,240,SUPER_RARE,,所有我方干员阻挡数-1（不会低于1），让探索走向不同的结局,水月的海嗣本能压过人性后产生自我怀疑的具象表征。只要这种身份认知还不明晰，就仍会对水月造成不良影响。,【内容拓展 · 二】后，完成一次游戏结局,,,,是,,rogue_2_relic_grace_90,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_240.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_4.png,“未尽的生命”,IS3,水月与深蓝之树,241,RARE,,每进入新的一层时，使随机一名干员产生排异反应,恐鱼体内的囊状组织，用以临时存储即将排出体外的幼卵，在主体死去后会自动脱落，在较长时间内仍能保持活性。当心，不要戳破它！,,,,,是,,rogue_2_relic_curse_4,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_241.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_9.png,深蓝回忆,IS3,水月与深蓝之树,242,SUPER_RARE,,灯火-100，获得时立即使随机一名干员产生排异反应,即使你对实验室的研究内容只有丁点记忆 ，那也足以让你感到畏惧。或许在那个年代，为了生存，你，以及那些与你身份相同的人，都曾做过一些无法被饶恕的事。,【内容拓展 · 二】后，完成一次游戏结局,,,,是,,rogue_2_relic_curse_9,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_242.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_10.png,深蓝之树,IS3,水月与深蓝之树,243,SUPER_RARE,,所有敌人攻击速度+15；每次作战若未损失目标生命，战斗结束后灯火+15,通过祂的躯体，水月得以成为祂们的一员。祂的意志虽已消亡，祂的细胞仍在活动，熔岩已是祂的食粮，参天大树将向星球核心生长。若无人阻止，终有一日，祂将在星核中重生，并将泰拉邀为大群的一员。,【内容拓展 · 二】后，完成一次游戏结局,,,,是,,rogue_2_relic_curse_10,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_243.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_71.png,无字珊瑚,IS3,水月与深蓝之树,246,RARE,,每消耗1掷骰次数，回复5灯火,这物体上没有字迹，只有淡淡的香味。某种物质在空气中传播，为大群带去信息。,在不损失目标生命的情况下胜利紧急作战【瞻前顾后】,,,,是,,rogue_2_relic_grace_71,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_246.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_72.png,地底的灼痕,IS3,水月与深蓝之树,247,RARE,,每次作战若未损失目标生命，战斗结束后灯火+6,海民们对陆上的事情毫不关心，自然也体会不到被阳光照耀时深入心灵的暖意。,,,,,是,,rogue_2_relic_grace_72,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_247.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_73.png,铸阳巨械,IS3,水月与深蓝之树,248,SUPER_RARE,,每次作战若未损失目标生命，战斗结束后灯火+9,“别再贪恋陆上的阳光了，我们能创造出更好的。”,在不损失目标生命的情况下胜利紧急作战【铳与秩序】,,,,是,,rogue_2_relic_grace_73,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B0%B4%E6%9C%88%E4%B8%8E%E6%B7%B1%E8%93%9D%E4%B9%8B%E6%A0%91_248.png
